jurisdiction;ipc_class;applicant_name;app_count;rank;ipc_class_description;jurisdiction_description
EP;A61C;Colgate-Palmolive Company;24;10;Dentistry, Oral Hygiene;European Patent Office
EP;A61C;Braun GmbH;24;10;Dentistry, Oral Hygiene;European Patent Office
EP;A61C;Osstemimplant Co., Ltd.;24;10;Dentistry, Oral Hygiene;European Patent Office
EP;A61F;Edwards Lifesciences Corporation;436;1;Filters, Protheses, Orthotics;European Patent Office
EP;A61F;THE PROCTER & GAMBLE COMPANY;241;2;Filters, Protheses, Orthotics;European Patent Office
EP;A61F;ALCON INC.;191;3;Filters, Protheses, Orthotics;European Patent Office
EP;A61F;Ontex Group NV;136;4;Filters, Protheses, Orthotics;European Patent Office
EP;A61F;Ontex BV;135;5;Filters, Protheses, Orthotics;European Patent Office
EP;A61F;Boston Scientific Scimed, Inc.;108;6;Filters, Protheses, Orthotics;European Patent Office
EP;A61F;Carl Zeiss Meditec AG;100;7;Filters, Protheses, Orthotics;European Patent Office
EP;A61F;Medtronic, Inc.;92;8;Filters, Protheses, Orthotics;European Patent Office
EP;A61F;Johnson & Johnson Surgical Vision, Inc.;91;9;Filters, Protheses, Orthotics;European Patent Office
EP;A61F;Purewick Corporation;83;10;Filters, Protheses, Orthotics;European Patent Office
EP;A61G;Hill-Rom Services, Inc.;52;1;Transport, Personal Conveyances;European Patent Office
EP;A61G;Auris Health, Inc.;20;2;Transport, Personal Conveyances;European Patent Office
EP;A61G;Koninklijke Philips N.V.;20;2;Transport, Personal Conveyances;European Patent Office
EP;A61G;The Braun Corporation;19;3;Transport, Personal Conveyances;European Patent Office
EP;A61G;STRYKER CORPORATION;17;4;Transport, Personal Conveyances;European Patent Office
EP;A61G;Stryker Corporation;16;5;Transport, Personal Conveyances;European Patent Office
EP;A61G;Liko Research & Development AB;13;6;Transport, Personal Conveyances;European Patent Office
EP;A61G;Arjo IP Holding Aktiebolag;12;7;Transport, Personal Conveyances;European Patent Office
EP;A61G;Warsaw Orthopedic, Inc.;10;8;Transport, Personal Conveyances;European Patent Office
EP;A61G;Baxter Medical Systems GmbH + Co. KG;10;8;Transport, Personal Conveyances;European Patent Office
EP;A61G;Maquet GmbH;9;9;Transport, Personal Conveyances;European Patent Office
EP;A61G;Invacare International GmbH;8;10;Transport, Personal Conveyances;European Patent Office
EP;A61G;LINET spol. s r.o.;8;10;Transport, Personal Conveyances;European Patent Office
EP;A61H;Samsung Electronics Co., Ltd.;35;1;Physical Therapy Apparatus;European Patent Office
EP;A61H;Koninklijke Philips N.V.;11;2;Physical Therapy Apparatus;European Patent Office
EP;A61H;Roam Robotics Inc.;11;2;Physical Therapy Apparatus;European Patent Office
EP;A61H;Bestway Inflatables & Material Corp.;10;3;Physical Therapy Apparatus;European Patent Office
EP;A61H;Therabody, Inc.;10;3;Physical Therapy Apparatus;European Patent Office
EP;A61H;Bullfrog International, LC;9;4;Physical Therapy Apparatus;European Patent Office
EP;A61H;Intex Marketing Ltd.;8;5;Physical Therapy Apparatus;European Patent Office
EP;A61H;Hill-Rom Services, Inc.;7;6;Physical Therapy Apparatus;European Patent Office
EP;A61H;SEB S.A.;7;6;Physical Therapy Apparatus;European Patent Office
EP;A61H;Cyberdyne Inc.;7;6;Physical Therapy Apparatus;European Patent Office
EP;A61H;Vanderbilt University;6;7;Physical Therapy Apparatus;European Patent Office
EP;A61H;Fondazione Istituto Italiano di Tecnologia;6;7;Physical Therapy Apparatus;European Patent Office
EP;A61H;Klafs GmbH;6;7;Physical Therapy Apparatus;European Patent Office
EP;A61H;EIS GmbH;6;7;Physical Therapy Apparatus;European Patent Office
EP;A61H;Hill-Rom Services Pte. Ltd.;6;7;Physical Therapy Apparatus;European Patent Office
EP;A61H;Tao Mining Co., Ltd.;6;7;Physical Therapy Apparatus;European Patent Office
EP;A61H;Shenzhen S-Hande Technology Co., Ltd.;6;7;Physical Therapy Apparatus;European Patent Office
EP;A61H;Wandercraft;5;8;Physical Therapy Apparatus;European Patent Office
EP;A61H;LG Electronics Inc.;5;8;Physical Therapy Apparatus;European Patent Office
EP;A61H;Dephy, Inc.;5;8;Physical Therapy Apparatus;European Patent Office
EP;A61H;Oriental Recreational Products (Shanghai) Co., Ltd;5;8;Physical Therapy Apparatus;European Patent Office
EP;A61H;Hyperice IP SubCo, LLC;5;8;Physical Therapy Apparatus;European Patent Office
EP;A61H;Mysteryvibe Limited;5;8;Physical Therapy Apparatus;European Patent Office
EP;A61H;H Robotics Inc.;5;8;Physical Therapy Apparatus;European Patent Office
EP;A61H;Sony Group Corporation;5;8;Physical Therapy Apparatus;European Patent Office
EP;A61H;Seoul National University R & DB Foundation;5;8;Physical Therapy Apparatus;European Patent Office
EP;A61H;CU Medical Systems Inc.;5;8;Physical Therapy Apparatus;European Patent Office
EP;A61H;Toyota Jidosha Kabushiki Kaisha;5;8;Physical Therapy Apparatus;European Patent Office
EP;A61H;Able Human Motion, S.L.;5;8;Physical Therapy Apparatus;European Patent Office
EP;A61H;Arjo IP Holding Aktiebolag;5;8;Physical Therapy Apparatus;European Patent Office
EP;A61H;Fenix Group S.r.l.;4;9;Physical Therapy Apparatus;European Patent Office
EP;A61H;Moving Life Ltd;4;9;Physical Therapy Apparatus;European Patent Office
EP;A61H;Mezzoli, Giorgio;4;9;Physical Therapy Apparatus;European Patent Office
EP;A61H;National University of Singapore;4;9;Physical Therapy Apparatus;European Patent Office
EP;A61H;The Regents of the University of California;4;9;Physical Therapy Apparatus;European Patent Office
EP;A61H;Rani, Maria;4;9;Physical Therapy Apparatus;European Patent Office
EP;A61H;JTL Enterprises, Inc.;4;9;Physical Therapy Apparatus;European Patent Office
EP;A61H;Mobility Designed, Inc.;4;9;Physical Therapy Apparatus;European Patent Office
EP;A61H;Conair LLC;4;9;Physical Therapy Apparatus;European Patent Office
EP;A61H;Zhejiang Yihengyue Medical Technology Co., Ltd;4;9;Physical Therapy Apparatus;European Patent Office
EP;A61H;Techno Takatsuki Co., Ltd.;4;9;Physical Therapy Apparatus;European Patent Office
EP;A61H;Nabtesco Corporation;4;9;Physical Therapy Apparatus;European Patent Office
EP;A61H;Ossur Iceland EHF;4;9;Physical Therapy Apparatus;European Patent Office
EP;A61H;Seoul National University Hospital;4;9;Physical Therapy Apparatus;European Patent Office
EP;A61H;LG Electronics, Inc.;4;9;Physical Therapy Apparatus;European Patent Office
EP;A61H;Universität Heidelberg;4;9;Physical Therapy Apparatus;European Patent Office
EP;A61H;Seirin Corporation;3;10;Physical Therapy Apparatus;European Patent Office
EP;A61H;STRYKER CORPORATION;3;10;Physical Therapy Apparatus;European Patent Office
EP;A61H;ASIA UNIVERSITY;3;10;Physical Therapy Apparatus;European Patent Office
EP;A61H;AISIN CORPORATION;3;10;Physical Therapy Apparatus;European Patent Office
EP;A61H;Hexarhumancare Co., Ltd;3;10;Physical Therapy Apparatus;European Patent Office
EP;A61H;Stimit AG;3;10;Physical Therapy Apparatus;European Patent Office
EP;A61H;Medivr, Inc.;3;10;Physical Therapy Apparatus;European Patent Office
EP;A61H;Koya Medical, Inc.;3;10;Physical Therapy Apparatus;European Patent Office
EP;A61H;Essity Hygiene and Health Aktiebolag;3;10;Physical Therapy Apparatus;European Patent Office
EP;A61H;ATEK;3;10;Physical Therapy Apparatus;European Patent Office
EP;A61H;Toray Industries, Inc.;3;10;Physical Therapy Apparatus;European Patent Office
EP;A61H;JK-Holding GmbH;3;10;Physical Therapy Apparatus;European Patent Office
EP;A61H;Mattheiss, Gerd;3;10;Physical Therapy Apparatus;European Patent Office
EP;A61H;SHANGHAI FOURIER INTELLIGENCE CO., LTD;3;10;Physical Therapy Apparatus;European Patent Office
EP;A61H;Topro Industri AS;3;10;Physical Therapy Apparatus;European Patent Office
EP;A61H;ETH Zurich;3;10;Physical Therapy Apparatus;European Patent Office
EP;A61H;Aletha Inc.;3;10;Physical Therapy Apparatus;European Patent Office
EP;A61H;suitX, Inc.;3;10;Physical Therapy Apparatus;European Patent Office
EP;A61H;Ankon Medical Technologies (Shanghai) Co., Ltd;3;10;Physical Therapy Apparatus;European Patent Office
EP;A61H;BB3000M d.o.o.;3;10;Physical Therapy Apparatus;European Patent Office
EP;A61H;Prestan Products LLC;3;10;Physical Therapy Apparatus;European Patent Office
EP;A61H;Ceragem Co., Ltd.;3;10;Physical Therapy Apparatus;European Patent Office
EP;A61H;Physio-Control, Inc.;3;10;Physical Therapy Apparatus;European Patent Office
EP;A61H;Aatru Medical, LLC;3;10;Physical Therapy Apparatus;European Patent Office
EP;A61H;I.N.A.I.L. ISTITUTO NAZIONALE PER L'ASSICURAZIONE CONTRO GLI INFORTUNI SUL LAVORO;3;10;Physical Therapy Apparatus;European Patent Office
EP;A61J;Koninklijke Philips N.V.;31;1;Containers for Medicines;European Patent Office
EP;A61J;Becton, Dickinson and Company;31;1;Containers for Medicines;European Patent Office
EP;A61J;B. Braun Melsungen AG;23;2;Containers for Medicines;European Patent Office
EP;A61J;TERUMO Kabushiki Kaisha;21;3;Containers for Medicines;European Patent Office
EP;A61J;Amgen Inc.;12;4;Containers for Medicines;European Patent Office
